Station/Location;Datum;"Globalstrahlung; Tagesmittel";"Gesamtschneehöhe; Morgenmessung von 6 UTC";"Gesamtbewölkung; Tagesmittel";"Luftdruck auf Stationshöhe (QFE); Tagesmittel";"Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag";"Sonnenscheindauer; Tagessumme";"Lufttemperatur 2 m über Boden; Tagesmittel";"Lufttemperatur 2 m über Boden; Tagesminimum";"Lufttemperatur 2 m über Boden; Tagesmaximum";"Relative Luftfeuchtigkeit 2 m über Boden; Tagesmittel"
St. Gallen;2018-10-10;144.0;0.0;;927.7;0.0;411.0;15.5;10.1;22.6;66.4
St. Gallen;2018-10-13;158.0;0.0;;931.7;0.0;578.0;14.8;11.9;18.5;78.1
St. Gallen;2018-10-14;161.0;0.0;;925.2;0.0;574.0;18.2;12.6;21.8;32.8
St. Gallen;2018-10-24;29.0;0.0;;935.2;2.1;3.0;10.2;7.4;12.6;72.5
St. Gallen;2018-11-02;73.0;0.0;;931.5;0.0;113.0;7.8;6.5;10.0;82.7
St. Gallen;2018-11-03;42.0;0.0;;932.8;0.0;24.0;7.3;6.2;9.1;91.9
St. Gallen;2018-11-06;45.0;0.0;;919.5;0.0;38.0;14.7;6.9;19.4;49.5
St. Gallen;2018-11-11;97.0;0.0;;925.1;0.0;389.0;9.8;7.7;12.8;81.9
St. Gallen;2018-11-14;35.0;0.0;;937.5;0.3;0.0;4.6;3.7;6.0;99.9
St. Gallen;2018-11-18;11.0;0.0;;928.3;0.0;0.0;-1.3;-2.3;-0.3;92.1
St. Gallen;2018-11-19;16.0;0.0;;917.2;2.0;0.0;-1.3;-2.9;-0.4;90.7
St. Gallen;2018-11-20;22.0;1.0;;914.5;0.0;0.0;-2.0;-3.2;-0.8;94.4
St. Gallen;2018-11-29;53.0;3.0;;928.3;0.0;103.0;3.7;0.0;8.4;77.6
St. Gallen;2018-12-01;56.0;0.0;;927.0;0.0;181.0;4.4;2.4;7.0;80.7
St. Gallen;2018-12-04;19.0;0.0;;930.2;10.9;0.0;6.0;3.8;8.4;88.3
St. Gallen;2018-12-06;22.0;0.0;;931.4;0.7;1.0;8.3;5.2;10.8;78.8
St. Gallen;2018-12-07;36.0;0.0;;925.8;4.9;56.0;8.5;3.9;10.7;75.3
St. Gallen;2018-12-10;24.0;0.0;;931.0;3.9;31.0;2.0;0.5;3.5;83.8
St. Gallen;2018-12-14;31.0;0.0;;925.7;0.0;44.0;-4.4;-5.8;-3.4;83.2
St. Gallen;2018-12-16;13.0;3.0;;923.3;1.0;0.0;0.2;-5.2;3.8;89.4
St. Gallen;2018-12-18;65.0;0.0;;931.8;0.0;312.0;-0.7;-4.1;2.6;85.0
St. Gallen;2018-12-24;9.0;0.0;;935.3;10.9;0.0;3.8;-0.2;9.5;91.6
St. Gallen;2018-12-30;10.0;0.0;;941.7;3.4;0.0;1.8;0.8;4.0;90.3
St. Gallen;2018-12-31;15.0;0.0;;941.6;4.0;0.0;2.4;0.3;4.3;95.8
St. Gallen;2019-01-03;45.0;2.0;;942.8;0.3;94.0;-3.9;-6.0;-2.4;79.7
St. Gallen;2019-01-07;21.0;37.0;;939.4;2.1;0.0;-0.2;-0.5;0.2;93.8
St. Gallen;2019-01-11;56.0;52.0;;932.7;3.2;38.0;-3.5;-6.2;-1.8;86.3
St. Gallen;2019-01-12;25.0;60.0;;931.6;5.4;0.0;0.1;-2.7;1.3;89.3
St. Gallen;2019-01-21;47.0;28.0;;926.0;0.0;0.0;-3.5;-5.1;-2.5;96.0
St. Gallen;2019-01-23;78.0;27.0;;906.8;0.0;238.0;-6.4;-9.2;-3.8;89.0
St. Gallen;2019-01-30;60.0;36.0;;907.2;0.0;20.0;-0.3;-5.1;2.2;51.5
St. Gallen;2019-01-31;48.0;36.0;;906.3;0.6;8.0;-2.3;-5.8;3.8;68.6
St. Gallen;2019-02-02;54.0;33.0;;906.7;26.4;71.0;1.2;-0.7;2.8;95.1
St. Gallen;2019-02-05;102.0;64.0;;935.5;0.0;220.0;-4.8;-7.1;-2.6;94.9
St. Gallen;2019-02-06;83.0;64.0;;933.2;0.0;12.0;-5.4;-8.3;-3.4;98.9
St. Gallen;2019-02-08;116.0;55.0;;927.6;0.0;418.0;2.4;-1.7;7.0;63.6
St. Gallen;2019-02-12;83.0;38.0;;941.5;0.0;108.0;0.3;-2.4;2.7;75.0
St. Gallen;2019-02-13;134.0;38.0;;943.3;0.0;513.0;0.0;-4.1;4.1;71.4
St. Gallen;2019-02-14;133.0;32.0;;943.4;0.0;496.0;3.2;0.2;6.7;60.9
St. Gallen;2019-02-21;146.0;18.0;;937.5;0.3;527.0;7.5;4.6;11.4;56.1
St. Gallen;2019-03-07;41.0;0.0;;916.5;1.8;18.0;7.8;4.7;13.6;60.1
St. Gallen;2019-03-10;67.0;0.0;;926.1;6.4;70.0;8.6;4.3;12.0;72.8
St. Gallen;2019-03-16;213.0;0.0;;925.6;0.0;609.0;10.9;7.1;15.4;53.3
St. Gallen;2019-03-18;112.0;0.0;;929.0;1.7;127.0;2.0;0.2;5.0;74.4
St. Gallen;2019-03-19;140.0;1.0;;935.0;0.0;216.0;1.5;-1.2;4.6;76.5
St. Gallen;2019-04-03;206.0;0.0;;913.4;0.0;439.0;7.8;2.5;14.9;63.3
St. Gallen;2019-04-05;160.0;3.0;;914.1;0.0;112.0;2.3;-0.8;5.4;85.7
St. Gallen;2019-04-11;38.0;0.0;;924.4;0.0;0.0;4.4;2.6;6.0;90.4
St. Gallen;2019-04-29;84.0;0.0;;930.4;1.7;11.0;4.4;2.6;7.1;87.2
St. Gallen;2019-05-17;292.0;0.0;;916.9;0.0;716.0;10.5;3.3;18.1;70.5
St. Gallen;2019-05-28;74.0;0.0;;921.3;7.5;0.0;9.5;6.6;11.9;88.2
St. Gallen;2019-06-05;340.0;0.0;;919.4;0.0;785.0;22.6;17.4;26.8;44.4
St. Gallen;2019-06-06;102.0;0.0;;925.0;0.0;30.0;12.1;9.6;18.5;79.3
St. Gallen;2019-06-08;306.0;0.0;;934.1;0.0;556.0;14.4;10.9;17.9;51.8
St. Gallen;2019-06-11;121.0;0.0;;922.2;18.9;173.0;12.4;8.4;15.3;90.1
St. Gallen;2019-06-13;307.0;0.0;;926.8;0.0;626.0;15.5;10.7;19.5;70.8
St. Gallen;2019-06-14;255.0;0.0;;926.4;0.0;482.0;19.6;12.5;24.8;54.7
St. Gallen;2019-06-20;172.0;0.0;;926.9;10.7;287.0;16.9;13.7;20.4;74.7
St. Gallen;2019-06-24;359.0;0.0;;930.9;0.0;885.0;21.1;15.2;26.7;71.0
St. Gallen;2019-06-25;350.0;0.0;;932.7;0.0;859.0;23.8;17.2;29.5;60.8
St. Gallen;2019-07-14;338.0;0.0;;926.4;0.0;697.0;15.6;10.9;20.5;73.2
St. Gallen;2019-07-23;335.0;0.0;;932.5;0.0;871.0;23.2;16.5;28.9;56.7
St. Gallen;2019-07-25;321.0;0.0;;928.3;0.0;711.0;26.3;22.2;31.4;47.5
St. Gallen;2019-07-27;188.0;0.0;;917.3;7.0;222.0;18.6;14.2;23.6;78.4
St. Gallen;2019-08-06;99.0;0.0;;926.2;11.4;109.0;18.6;15.6;22.9;77.5
St. Gallen;2019-08-11;294.0;0.0;;928.0;9.3;708.0;19.0;15.0;24.7;75.6
St. Gallen;2019-08-13;115.0;0.0;;930.8;0.2;13.0;13.5;10.9;16.0;80.7
St. Gallen;2019-08-19;129.0;0.0;;930.1;18.7;58.0;17.2;14.6;21.0;86.4
St. Gallen;2019-08-20;22.0;0.0;;934.1;47.0;0.0;13.2;10.6;14.9;96.8
St. Gallen;2019-08-23;98.0;0.0;;934.6;0.0;4.0;15.1;12.5;18.2;90.1
St. Gallen;2019-08-29;149.0;0.0;;932.5;0.0;277.0;19.6;17.4;23.3;73.7
St. Gallen;2019-09-05;33.0;0.0;;930.9;9.8;0.0;11.8;8.9;16.9;81.9
St. Gallen;2019-09-07;95.0;0.0;;929.9;7.2;53.0;11.0;9.1;14.7;86.5
St. Gallen;2019-09-12;237.0;0.0;;941.4;0.0;712.0;15.7;12.1;19.6;68.8
St. Gallen;2019-09-13;237.0;0.0;;941.8;0.0;721.0;17.0;13.2;21.2;70.4
St. Gallen;2019-09-26;59.0;0.0;;926.9;0.7;7.0;13.5;10.7;16.1;86.0
St. Gallen;2019-10-10;97.0;0.0;;930.0;0.0;222.0;9.9;8.0;12.1;72.0
St. Gallen;2019-10-13;140.0;0.0;;928.6;0.0;504.0;16.6;13.0;20.6;60.8
St. Gallen;2019-10-15;57.0;0.0;;921.4;11.6;62.0;13.7;7.4;20.0;67.2
St. Gallen;2019-10-16;157.0;0.0;;927.1;0.0;566.0;10.0;6.7;13.3;68.9
St. Gallen;2019-10-30;12.0;0.0;;931.3;18.4;0.0;4.7;3.9;5.3;99.7
St. Gallen;2019-11-04;71.0;0.0;;908.3;2.0;193.0;9.0;4.9;13.1;71.6
St. Gallen;2019-11-10;96.0;0.0;;921.0;0.0;369.0;0.3;-2.8;3.3;91.8
St. Gallen;2019-11-18;53.0;0.0;;920.5;0.0;124.0;2.5;-0.2;4.6;75.4
St. Gallen;2019-11-21;33.0;0.0;;919.0;0.0;0.0;1.2;-0.6;3.0;94.0
St. Gallen;2019-11-27;27.0;0.0;;911.9;2.6;10.0;7.7;3.4;9.5;73.8
St. Gallen;2019-12-03;43.0;0.0;;933.8;0.0;118.0;-1.9;-3.8;0.3;88.5
St. Gallen;2019-12-09;41.0;0.0;;919.5;11.4;139.0;4.3;1.0;8.6;79.3
St. Gallen;2019-12-12;30.0;1.0;;913.3;2.0;78.0;0.1;-2.7;1.5;78.4
St. Gallen;2019-12-14;18.0;0.0;;912.3;0.3;6.0;6.1;1.8;9.3;64.9
St. Gallen;2019-12-16;42.0;0.0;;919.8;0.0;125.0;9.0;5.2;15.3;62.3
St. Gallen;2020-01-05;69.0;0.0;;941.9;0.0;364.0;0.6;-1.2;2.5;81.7
St. Gallen;2020-01-12;79.0;0.0;;936.1;0.0;379.0;2.1;-1.6;6.5;74.1
St. Gallen;2020-01-20;87.0;0.0;;947.3;0.0;418.0;-2.8;-4.8;-0.2;77.8
St. Gallen;2020-01-22;66.0;0.0;;940.4;0.0;205.0;-3.9;-6.3;-0.4;98.8
St. Gallen;2020-01-23;19.0;0.0;;935.9;0.0;0.0;-4.4;-5.9;-3.6;98.7
St. Gallen;2020-01-27;77.0;0.0;;923.6;1.9;274.0;5.2;3.0;7.6;73.1
St. Gallen;2020-01-30;89.0;1.0;;925.9;2.7;307.0;5.1;0.4;8.8;68.9
St. Gallen;2020-02-12;70.0;4.0;;929.7;0.0;120.0;1.6;-0.3;3.0;72.0
St. Gallen;2020-02-13;73.0;1.0;;922.6;14.5;98.0;4.0;0.1;9.9;58.7
St. Gallen;2020-02-15;127.0;0.0;;932.8;0.0;469.0;5.5;-0.2;10.6;65.4
St. Gallen;2020-02-16;68.0;0.0;;928.9;0.0;53.0;10.9;4.8;16.5;35.2
St. Gallen;2020-02-19;65.0;0.0;;932.7;0.9;124.0;2.7;1.3;4.4;68.9
St. Gallen;2020-02-24;115.0;0.0;;929.8;1.8;335.0;11.6;8.2;15.0;64.8
St. Gallen;2020-03-11;86.0;0.0;;930.0;0.0;51.0;10.8;8.4;12.8;73.0
St. Gallen;2020-03-15;213.0;0.0;;927.4;0.0;658.0;6.5;0.1;12.1;56.1
St. Gallen;2020-03-18;208.0;0.0;;936.7;0.0;661.0;10.3;5.7;14.6;62.2
St. Gallen;2020-03-22;88.0;0.0;;931.1;0.0;209.0;0.8;-3.5;4.9;80.4
St. Gallen;2020-04-10;271.0;0.0;;932.9;0.0;746.0;13.5;8.2;18.5;46.2
St. Gallen;2020-04-12;242.0;0.0;;927.9;0.0;532.0;15.0;11.2;18.7;46.2
St. Gallen;2020-04-14;266.0;0.0;;930.8;0.0;580.0;3.2;-0.3;7.0;60.1
St. Gallen;2020-04-15;289.0;0.0;;931.3;0.0;757.0;7.3;-1.5;15.2;55.8
St. Gallen;2020-05-08;278.0;0.0;;928.6;0.0;669.0;17.2;12.9;20.8;57.4
St. Gallen;2020-05-09;299.0;0.0;;923.7;15.6;683.0;17.7;12.3;22.0;62.9
St. Gallen;2020-05-11;91.0;0.0;;913.9;27.6;90.0;11.8;0.3;19.3;73.7
St. Gallen;2020-05-12;133.0;2.0;;924.4;0.8;38.0;4.3;0.2;8.3;85.3
St. Gallen;2020-06-07;70.0;0.0;;921.1;21.3;47.0;9.2;7.2;12.0;91.6
St. Gallen;2020-06-12;364.0;0.0;;918.4;0.0;829.0;18.0;9.7;23.7;52.4
St. Gallen;2020-06-17;94.0;0.0;;923.9;4.1;6.0;12.6;9.6;14.5;88.6
St. Gallen;2020-06-20;275.0;0.0;;932.2;0.0;377.0;14.1;9.4;18.3;73.1
St. Gallen;2020-06-21;217.0;0.0;;932.9;0.2;288.0;16.0;12.0;20.0;71.0
St. Gallen;2020-06-24;363.0;0.0;;931.7;0.0;894.0;18.4;13.3;23.3;61.5
St. Gallen;2020-06-25;359.0;0.0;;929.2;5.8;894.0;18.0;12.6;22.9;62.9
St. Gallen;2020-06-27;252.0;0.0;;927.6;3.1;492.0;19.7;15.4;24.2;64.4
St. Gallen;2020-07-01;296.0;0.0;;924.4;6.3;615.0;20.6;15.2;26.5;65.4
St. Gallen;2020-07-05;354.0;0.0;;930.6;0.0;855.0;20.5;15.3;24.9;62.0
St. Gallen;2020-07-13;344.0;0.0;;931.4;0.0;883.0;15.8;10.6;20.7;65.6
St. Gallen;2020-07-14;315.0;0.0;;927.0;0.0;685.0;17.4;12.4;22.3;59.9
St. Gallen;2020-07-18;343.0;0.0;;930.5;0.0;776.0;15.9;10.9;20.1;69.0
St. Gallen;2020-07-19;337.0;0.0;;928.7;0.0;849.0;17.7;11.8;22.7;65.3
St. Gallen;2020-07-20;341.0;0.0;;929.6;0.0;863.0;20.5;15.0;24.9;57.0
St. Gallen;2020-07-23;289.0;0.0;;927.8;0.0;617.0;19.8;15.3;24.9;68.3
St. Gallen;2020-07-25;319.0;0.0;;926.8;0.1;702.0;19.2;13.3;24.3;61.1
St. Gallen;2020-07-30;321.0;0.0;;931.2;0.0;839.0;21.2;14.8;26.1;68.1
St. Gallen;2020-08-04;92.0;0.0;;927.5;5.9;20.0;11.8;10.1;14.4;89.9
St. Gallen;2020-08-05;294.0;0.0;;929.5;0.0;668.0;14.1;8.6;19.5;77.6
St. Gallen;2020-08-07;311.0;0.0;;932.0;0.0;830.0;20.2;15.1;25.5;74.4
St. Gallen;2020-08-13;143.0;0.0;;928.4;5.1;228.0;19.8;16.0;23.5;70.2
St. Gallen;2020-08-18;176.0;0.0;;925.9;0.9;250.0;17.0;14.5;20.9;72.2
St. Gallen;2020-08-22;83.0;0.0;;931.4;3.6;53.0;18.9;16.5;22.8;74.9
St. Gallen;2020-08-23;173.0;0.0;;931.3;0.0;162.0;17.2;14.1;19.9;65.9
St. Gallen;2020-08-25;230.0;0.0;;926.7;0.0;546.0;17.9;11.8;22.8;59.4
St. Gallen;2020-08-28;133.0;0.0;;920.0;17.1;211.0;17.8;12.0;21.6;68.8
St. Gallen;2020-08-29;28.0;0.0;;919.3;56.8;0.0;11.9;11.2;13.0;93.5
St. Gallen;2020-09-03;242.0;0.0;;933.9;0.0;574.0;14.6;10.3;18.9;73.2
St. Gallen;2020-09-04;254.0;0.0;;935.4;0.0;742.0;18.2;13.4;23.5;68.8
St. Gallen;2020-09-05;194.0;0.0;;930.6;15.6;441.0;19.7;13.5;24.2;62.5
St. Gallen;2020-09-06;30.0;0.0;;929.7;17.6;0.0;12.8;10.9;14.0;96.6
St. Gallen;2020-09-08;242.0;0.0;;937.3;0.0;718.0;13.9;9.0;19.0;80.8
St. Gallen;2020-09-09;243.0;0.0;;934.4;0.0;736.0;16.6;11.9;21.9;78.7
St. Gallen;2020-09-16;222.0;0.0;;931.7;0.0;542.0;20.0;16.2;24.2;64.1
St. Gallen;2020-09-18;94.0;0.0;;932.3;0.0;176.0;15.2;13.6;18.1;93.0
St. Gallen;2020-09-26;54.0;0.0;;914.9;2.1;0.0;4.8;3.3;6.3;83.6
St. Gallen;2020-09-27;156.0;0.0;;916.3;0.0;322.0;7.1;4.5;10.4;74.6
St. Gallen;2020-09-30;156.0;0.0;;925.9;0.0;479.0;10.7;7.1;14.9;86.7
St. Gallen;2020-10-01;134.0;0.0;;918.4;0.6;243.0;11.4;7.6;16.4;85.3
St. Gallen;2020-10-08;118.0;0.0;;933.4;0.0;259.0;11.0;7.4;16.3;73.0
St. Gallen;2020-10-15;19.0;0.0;;922.8;9.7;0.0;4.2;3.2;5.2;92.2
St. Gallen;2020-10-21;68.0;0.0;;924.1;0.0;108.0;12.3;9.6;16.6;59.9
St. Gallen;2020-10-24;83.0;0.0;;928.7;0.0;214.0;10.0;7.2;12.8;81.5
St. Gallen;2020-10-25;121.0;0.0;;920.8;0.0;473.0;9.3;5.5;13.0;74.8
St. Gallen;2020-10-27;88.0;0.0;;922.8;0.0;202.0;5.8;3.4;8.9;76.2
St. Gallen;2020-10-29;28.0;0.0;;931.8;9.8;0.0;8.8;7.9;10.1;87.4
St. Gallen;2020-11-02;93.0;0.0;;930.9;0.0;291.0;17.1;14.4;20.1;60.2
St. Gallen;2020-11-11;48.0;0.0;;934.1;0.1;90.0;5.1;2.7;6.6;99.0
St. Gallen;2020-11-20;18.0;0.0;;940.7;1.3;0.0;2.0;-1.0;3.5;87.5
St. Gallen;2020-11-22;80.0;0.0;;936.8;0.0;338.0;2.0;-0.3;5.3;66.5
St. Gallen;2020-11-25;47.0;0.0;;930.0;0.0;17.0;-1.1;-4.0;0.6;98.6
St. Gallen;2020-12-02;4.0;3.0;;922.4;0.9;0.0;-1.9;-3.4;-0.4;97.8
St. Gallen;2020-12-13;25.0;11.0;;922.4;3.8;2.0;2.4;1.2;3.7;90.7
St. Gallen;2020-12-17;29.0;2.0;;933.0;0.0;21.0;4.0;-1.1;9.3;79.3
St. Gallen;2020-12-27;36.0;7.0;;910.2;0.0;0.0;-2.9;-6.7;4.2;62.4
St. Gallen;2021-01-01;39.0;5.0;;916.4;0.0;73.0;-0.2;-2.6;1.8;84.7
St. Gallen;2021-01-04;23.0;5.0;;918.8;0.0;0.0;-2.4;-3.4;-1.5;85.2
St. Gallen;2021-01-07;31.0;9.0;;922.8;0.0;0.0;-2.0;-3.1;-0.9;85.7
St. Gallen;2021-01-17;14.0;72.0;;927.6;12.0;0.0;-1.0;-4.0;0.0;93.4
St. Gallen;2021-01-19;69.0;75.0;;928.1;0.0;139.0;0.2;-5.3;5.2;67.0
St. Gallen;2021-01-26;42.0;33.0;;928.4;0.1;0.0;-2.2;-3.2;-1.3;69.7
St. Gallen;2021-01-30;26.0;5.0;;911.6;16.2;0.0;4.0;2.9;5.2;83.4
St. Gallen;2021-01-31;46.0;2.0;;909.3;1.9;0.0;3.8;2.3;5.2;89.3
St. Gallen;2021-02-18;89.0;0.0;;926.8;0.0;218.0;5.6;2.3;11.0;61.4
St. Gallen;2021-02-20;147.0;0.0;;928.7;0.0;542.0;7.7;4.2;10.5;59.6
St. Gallen;2021-02-21;154.0;0.0;;927.8;0.0;548.0;8.9;5.1;14.3;58.3
St. Gallen;2021-03-03;72.0;0.0;;938.2;0.0;0.0;8.1;6.0;9.8;40.2
St. Gallen;2021-03-13;147.0;0.0;;919.4;11.8;365.0;5.8;1.0;10.6;59.2
St. Gallen;2021-03-26;226.0;0.0;;929.9;2.0;602.0;9.3;4.7;13.5;55.8
St. Gallen;2021-04-02;220.0;0.0;;927.9;0.0;529.0;10.3;3.4;14.4;65.6
St. Gallen;2021-04-05;174.0;0.0;;921.4;12.7;370.0;5.9;-3.8;12.8;55.5
St. Gallen;2021-04-08;256.0;3.0;;932.5;0.0;613.0;2.6;-0.9;6.5;46.8
St. Gallen;2021-04-14;213.0;0.0;;933.7;0.0;401.0;1.0;-2.5;5.8;67.8
St. Gallen;2021-04-15;162.0;0.0;;932.0;0.0;232.0;1.1;-1.5;5.2;70.9
St. Gallen;2021-04-18;98.0;0.0;;928.2;0.0;37.0;3.0;0.9;5.7;81.6
St. Gallen;2021-04-27;302.0;0.0;;916.8;0.0;784.0;8.9;1.9;14.6;55.8
St. Gallen;2021-05-03;264.0;0.0;;930.1;0.0;542.0;6.4;2.4;10.5;68.5
St. Gallen;2021-05-17;175.0;0.0;;922.0;3.2;165.0;8.4;5.5;12.8;75.2
St. Gallen;2021-05-21;84.0;0.0;;924.4;18.9;7.0;9.6;4.9;14.2;72.1
St. Gallen;2021-05-22;246.0;0.0;;922.9;5.7;345.0;10.2;4.7;14.9;62.9
St. Gallen;2021-05-24;102.0;0.0;;924.8;1.3;9.0;10.0;6.9;13.0;72.2
St. Gallen;2021-06-01;368.0;0.0;;927.0;0.0;898.0;14.6;8.4;21.5;51.9
St. Gallen;2021-06-06;85.0;0.0;;931.9;46.4;0.0;13.0;11.6;14.4;94.8
St. Gallen;2021-06-15;364.0;0.0;;930.3;0.0;876.0;20.5;15.1;25.1;49.5
St. Gallen;2021-06-22;152.0;0.0;;925.2;5.2;83.0;16.3;14.1;19.3;85.8
St. Gallen;2021-06-26;252.0;0.0;;929.1;0.0;396.0;16.7;11.6;21.5;76.5
St. Gallen;2021-06-27;315.0;0.0;;927.3;1.2;595.0;19.6;14.6;24.7;70.5
St. Gallen;2021-06-29;215.0;0.0;;925.8;30.1;351.0;15.5;11.4;21.6;82.4
St. Gallen;2021-07-02;303.0;0.0;;930.0;0.0;508.0;16.0;11.9;20.3;70.1
St. Gallen;2021-07-04;114.0;0.0;;925.4;7.4;27.0;15.4;12.5;18.2;85.5
St. Gallen;2021-07-18;151.0;0.0;;931.4;0.0;162.0;17.3;15.4;20.3;86.6
St. Gallen;2021-07-23;320.0;0.0;;927.4;0.0;751.0;19.9;15.0;24.6;69.0
St. Gallen;2021-08-07;110.0;0.0;;921.0;8.0;134.0;15.2;12.5;20.1;83.7
St. Gallen;2021-08-12;293.0;0.0;;932.5;0.0;774.0;22.0;16.5;27.6;65.8
St. Gallen;2021-08-17;172.0;0.0;;931.3;0.7;142.0;13.0;9.8;16.4;80.3
St. Gallen;2021-08-23;193.0;0.0;;932.5;0.0;247.0;15.1;12.3;18.5;79.4
St. Gallen;2021-09-02;237.0;0.0;;934.0;0.0;528.0;13.7;9.0;19.9;84.0
St. Gallen;2021-09-09;163.0;0.0;;927.7;0.2;327.0;18.3;13.9;22.6;64.8
St. Gallen;2021-09-17;179.0;0.0;;927.4;0.0;376.0;13.3;11.1;16.4;85.2
St. Gallen;2021-09-20;72.0;0.0;;929.8;1.1;0.0;10.7;9.0;12.8;92.6
St. Gallen;2021-09-25;182.0;0.0;;929.6;0.1;542.0;16.8;13.0;20.9;69.8
St. Gallen;2021-09-26;98.0;0.0;;930.4;6.2;148.0;15.8;12.3;18.9;80.8
St. Gallen;2021-09-30;189.0;0.0;;937.0;0.0;563.0;9.1;6.7;12.6;76.8
St. Gallen;2021-10-05;49.0;0.0;;924.0;6.0;1.0;10.3;8.2;11.9;91.9
St. Gallen;2021-10-09;95.0;0.0;;933.8;0.0;227.0;7.4;4.7;11.7;87.5
St. Gallen;2021-10-25;91.0;0.0;;931.9;0.3;175.0;8.3;5.6;10.7;66.3
St. Gallen;2021-10-26;59.0;0.0;;934.4;0.2;3.0;9.2;6.8;11.4;83.2
St. Gallen;2021-10-27;124.0;0.0;;934.3;0.0;488.0;6.7;3.4;10.9;89.9
St. Gallen;2021-11-04;33.0;0.0;;919.3;3.4;39.0;3.0;1.5;4.8;84.6
St. Gallen;2021-11-06;109.0;0.0;;936.6;0.0;468.0;1.7;-0.6;4.6;86.0
St. Gallen;2021-11-10;44.0;0.0;;932.6;0.0;56.0;4.7;2.0;7.4;83.6
St. Gallen;2021-11-13;19.0;0.0;;926.6;6.6;15.0;6.1;1.4;8.8;85.7
St. Gallen;2021-11-19;58.0;0.0;;939.5;0.0;195.0;2.0;-0.3;5.0;95.4
St. Gallen;2021-11-28;40.0;3.0;;907.1;7.3;17.0;-0.8;-2.0;0.4;86.9
St. Gallen;2021-12-02;24.0;0.0;;913.9;10.5;9.0;0.8;-2.2;3.8;89.1
St. Gallen;2021-12-08;5.0;2.0;;911.9;41.8;0.0;0.1;-0.8;3.3;89.1
St. Gallen;2021-12-09;29.0;29.0;;916.8;2.2;0.0;-0.4;-2.9;0.2;88.4
St. Gallen;2021-12-15;28.0;20.0;;939.5;0.0;0.0;-0.4;-1.0;0.3;100.0
St. Gallen;2021-12-20;60.0;7.0;;932.1;0.0;215.0;-2.1;-3.4;-1.0;94.8
St. Gallen;2021-12-21;18.0;6.0;;930.4;0.0;0.0;-3.8;-4.5;-2.8;92.1
St. Gallen;2021-12-22;27.0;6.0;;931.1;0.0;0.0;-5.0;-8.2;-3.9;96.3
St. Gallen;2021-12-26;16.0;0.0;;917.2;6.5;0.0;5.0;3.7;6.4;89.0
St. Gallen;2021-12-31;68.0;0.0;;935.1;0.0;360.0;10.5;7.9;15.3;68.4
St. Gallen;2022-01-05;14.0;0.0;;919.7;4.8;0.0;-0.8;-3.3;2.0;84.3
St. Gallen;2022-01-06;21.0;4.0;;927.7;1.1;0.0;-2.3;-4.6;-1.1;88.7
St. Gallen;2022-01-08;39.0;8.0;;920.9;4.3;16.0;0.7;-1.4;5.1;70.5
St. Gallen;2022-01-10;23.0;27.0;;927.7;0.0;0.0;-1.1;-2.2;-0.3;96.6
St. Gallen;2022-01-21;40.0;7.0;;939.4;0.6;105.0;-2.9;-4.5;-1.8;75.2
St. Gallen;2022-01-27;85.0;3.0;;936.9;5.3;409.0;2.3;-1.3;6.3;51.6
St. Gallen;2022-01-30;40.0;2.0;;936.4;0.0;44.0;3.1;0.6;4.9;83.8
St. Gallen;2022-02-01;28.0;6.0;;929.6;7.2;0.0;-0.2;-1.3;1.8;85.8
St. Gallen;2022-02-04;100.0;0.0;;926.4;2.3;375.0;4.2;1.6;7.8;78.4
St. Gallen;2022-02-05;107.0;1.0;;932.8;0.0;406.0;1.5;-0.6;4.9;74.9
St. Gallen;2022-02-22;62.0;0.0;;932.3;1.5;32.0;3.6;1.0;6.0;76.0
St. Gallen;2022-02-23;114.0;0.0;;934.5;0.0;333.0;5.2;3.4;7.9;80.7
St. Gallen;2022-02-25;104.0;2.0;;934.5;0.3;189.0;0.6;-1.4;3.7;72.9
St. Gallen;2022-03-10;200.0;0.0;;931.3;0.0;633.0;4.9;-0.3;10.9;48.6
St. Gallen;2022-03-13;204.0;0.0;;925.4;0.0;629.0;8.8;3.0;14.1;36.5
St. Gallen;2022-03-15;29.0;0.0;;934.3;0.0;0.0;8.3;5.3;14.0;63.2
St. Gallen;2022-03-22;228.0;0.0;;938.9;0.0;680.0;8.0;2.9;12.6;36.3
St. Gallen;2022-03-23;229.0;0.0;;938.0;0.0;684.0;9.2;3.7;14.3;41.2
St. Gallen;2022-03-30;76.0;0.0;;912.8;1.1;44.0;8.4;6.2;10.7;71.6
St. Gallen;2022-04-04;234.0;20.0;;926.2;0.0;482.0;0.8;-4.1;3.8;72.2
St. Gallen;2022-04-12;257.0;0.0;;924.2;0.0;618.0;12.9;6.6;18.6;48.1
St. Gallen;2022-04-18;300.0;0.0;;926.1;0.0;781.0;7.2;0.6;13.2;54.7
St. Gallen;2022-04-21;291.0;0.0;;917.3;0.0;773.0;8.1;2.0;14.3;58.5
St. Gallen;2022-05-01;234.0;0.0;;929.5;0.0;403.0;8.6;5.6;12.9;79.7
St. Gallen;2022-05-06;39.0;0.0;;931.9;2.8;0.0;9.4;7.9;10.5;95.8
St. Gallen;2022-05-10;293.0;0.0;;932.2;0.0;646.0;16.2;11.1;21.0;62.6
