Station/Location;Datum;"Globalstrahlung; Tagesmittel";"Gesamtschneehöhe; Morgenmessung von 6 UTC";"Gesamtbewölkung; Tagesmittel";"Luftdruck auf Stationshöhe (QFE); Tagesmittel";"Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag";"Sonnenscheindauer; Tagessumme";"Lufttemperatur 2 m über Boden; Tagesmittel";"Lufttemperatur 2 m über Boden; Tagesminimum";"Lufttemperatur 2 m über Boden; Tagesmaximum";"Relative Luftfeuchtigkeit 2 m über Boden; Tagesmittel"
St. Gallen;2022-05-11;325.0;0.0;;929.4;0.0;839.0;20.1;14.2;24.6;47.7
St. Gallen;2022-05-19;254.0;0.0;;933.9;1.8;536.0;20.3;15.1;25.8;54.6
St. Gallen;2022-05-22;220.0;0.0;;925.8;0.1;309.0;16.4;10.8;20.7;74.2
St. Gallen;2022-05-23;191.0;0.0;;919.0;21.0;292.0;17.3;13.6;22.0;78.4
St. Gallen;2022-06-06;229.0;0.0;;929.6;24.2;319.0;16.2;12.7;19.6;79.0
St. Gallen;2022-06-07;191.0;0.0;;927.8;1.6;215.0;14.4;11.9;18.3;82.6
St. Gallen;2022-06-09;162.0;0.0;;928.5;0.9;137.0;11.4;10.0;14.3;82.6
St. Gallen;2022-06-12;362.0;0.0;;932.8;4.5;877.0;20.3;15.0;25.5;53.2
St. Gallen;2022-06-21;263.0;0.0;;924.9;4.5;402.0;19.8;14.4;27.4;78.5
St. Gallen;2022-07-11;350.0;0.0;;933.5;0.0;882.0;15.8;10.4;20.6;65.5
St. Gallen;2022-07-12;355.0;0.0;;935.1;0.0;856.0;17.7;12.2;22.5;63.0
St. Gallen;2022-07-19;340.0;0.0;;931.1;0.0;869.0;24.3;16.7;30.6;46.8
St. Gallen;2022-07-24;323.0;0.0;;930.8;0.0;831.0;22.0;16.8;26.5;67.1
St. Gallen;2022-07-28;307.0;0.0;;926.3;21.0;706.0;18.4;13.4;24.9;72.7
St. Gallen;2022-07-31;258.0;0.0;;931.1;0.0;574.0;21.8;17.8;25.4;50.3
St. Gallen;2022-08-08;284.0;0.0;;932.7;0.0;660.0;17.9;13.4;22.8;74.0
St. Gallen;2022-08-09;314.0;0.0;;933.9;0.0;833.0;18.6;14.0;23.4;64.9
St. Gallen;2022-08-10;315.0;0.0;;932.7;0.0;828.0;18.2;13.1;23.8;62.4
St. Gallen;2022-08-13;316.0;0.0;;926.9;0.0;825.0;17.5;11.2;23.6;59.7
St. Gallen;2022-08-21;274.0;0.0;;928.5;0.0;574.0;17.0;13.0;21.4;74.1
St. Gallen;2022-08-22;285.0;0.0;;927.0;0.0;772.0;17.8;13.4;22.3;64.8
St. Gallen;2022-08-29;267.0;0.0;;930.3;0.0;715.0;18.1;13.3;23.1;79.3
St. Gallen;2022-09-04;242.0;0.0;;931.6;0.0;645.0;17.6;14.0;21.9;71.3
St. Gallen;2022-09-09;152.0;0.0;;927.0;4.2;268.0;15.1;12.3;18.5;71.6
St. Gallen;2022-09-15;75.0;0.0;;922.0;11.9;24.0;15.2;12.2;17.0;83.5
St. Gallen;2022-09-17;100.0;0.0;;926.8;7.0;97.0;7.3;6.2;10.1;86.9
St. Gallen;2022-09-22;186.0;0.0;;931.1;0.0;438.0;8.8;4.7;13.9;80.5
St. Gallen;2022-09-27;88.0;0.0;;915.1;13.7;91.0;7.6;5.7;10.5;85.2
St. Gallen;2022-09-29;46.0;0.0;;914.3;7.3;0.0;6.9;5.6;8.7;94.5
St. Gallen;2022-09-30;35.0;0.0;;922.0;0.0;0.0;7.7;5.8;9.0;94.3
St. Gallen;2022-10-06;172.0;0.0;;939.4;0.0;602.0;14.4;11.2;16.8;74.5
St. Gallen;2022-10-08;41.0;0.0;;932.7;1.2;0.0;13.1;9.7;15.2;85.3
St. Gallen;2022-10-09;25.0;0.0;;930.7;0.0;0.0;8.9;7.7;10.3;95.4
St. Gallen;2022-10-10;110.0;0.0;;930.5;0.0;164.0;13.4;9.2;17.5;80.2
St. Gallen;2022-10-11;125.0;0.0;;933.3;0.1;324.0;12.7;10.3;15.5;88.8
St. Gallen;2022-10-13;91.0;0.0;;931.5;5.1;103.0;11.6;8.4;15.3;87.8
St. Gallen;2022-10-15;82.0;0.0;;925.9;0.0;92.0;14.8;12.7;17.4;77.1
St. Gallen;2022-10-20;53.0;0.0;;928.4;0.0;14.0;12.8;10.0;17.2;88.7
St. Gallen;2022-10-26;71.0;0.0;;932.7;0.2;231.0;15.0;12.0;18.5;67.1
St. Gallen;2022-11-03;78.0;0.0;;924.2;2.4;131.0;8.5;5.8;12.8;85.9
St. Gallen;2022-11-06;93.0;0.0;;927.0;0.0;375.0;5.6;0.4;11.5;77.9
St. Gallen;2022-11-11;52.0;0.0;;942.0;0.0;30.0;5.0;2.3;7.6;98.7
St. Gallen;2022-11-20;55.0;0.0;;922.8;2.0;187.0;3.7;1.3;5.8;77.8
St. Gallen;2022-11-27;73.0;0.0;;932.4;0.0;267.0;2.4;-2.3;7.2;74.6
St. Gallen;2022-11-30;3.0;0.0;;928.4;0.3;0.0;1.5;0.1;3.0;97.7
St. Gallen;2022-12-03;6.0;0.0;;923.2;0.0;0.0;-1.1;-1.9;-0.2;99.4
St. Gallen;2022-12-04;8.0;0.0;;921.1;0.3;0.0;-0.6;-1.2;-0.1;99.8
St. Gallen;2022-12-10;9.0;3.0;;915.5;12.6;0.0;-1.9;-3.9;-0.5;98.6
St. Gallen;2022-12-24;12.0;0.0;;928.4;7.2;0.0;6.8;5.7;9.7;87.6
St. Gallen;2022-12-25;59.0;0.0;;928.1;0.0;315.0;9.2;4.9;13.3;77.4
St. Gallen;2022-12-28;62.0;0.0;;930.6;0.0;228.0;6.4;2.0;9.2;54.3
St. Gallen;2011-01-06;40.0;7.0;92.0;918.1;2.7;43.0;4.7;-0.8;9.1;56.0
St. Gallen;2011-01-07;50.0;3.0;92.0;922.3;1.3;193.0;7.9;4.1;11.4;68.5
St. Gallen;2011-01-11;23.0;0.0;100.0;922.4;2.0;0.0;1.5;-0.4;3.5;89.7
St. Gallen;2011-01-13;17.0;0.0;96.0;929.2;10.7;5.0;8.4;6.5;9.7;83.9
St. Gallen;2011-01-15;45.0;0.0;67.0;935.6;0.0;105.0;5.9;4.4;7.8;75.7
St. Gallen;2011-01-16;79.0;0.0;8.0;935.9;0.0;403.0;6.0;3.1;8.6;59.2
St. Gallen;2011-01-18;59.0;0.0;67.0;934.6;0.0;139.0;5.8;3.0;8.6;70.0
St. Gallen;2011-01-22;36.0;17.0;88.0;932.8;0.0;22.0;-6.1;-8.8;-4.4;81.7
St. Gallen;2011-02-02;57.0;6.0;92.0;936.7;0.0;14.0;-6.2;-7.8;-4.0;91.8
St. Gallen;2011-02-04;96.0;5.0;75.0;938.3;0.0;399.0;4.1;0.7;7.0;72.3
St. Gallen;2011-02-06;99.0;2.0;21.0;937.8;0.0;472.0;7.3;2.8;12.5;44.3
St. Gallen;2011-02-08;109.0;0.0;17.0;931.9;0.0;495.0;6.7;2.5;10.6;42.1
St. Gallen;2011-03-04;92.0;2.0;67.0;933.5;0.0;152.0;-1.0;-3.1;2.5;89.0
St. Gallen;2011-03-10;90.0;0.0;92.0;929.4;0.0;49.0;7.3;3.8;10.6;59.0
St. Gallen;2011-03-15;159.0;0.0;88.0;921.6;0.0;421.0;10.3;4.1;16.8;54.1
St. Gallen;2011-03-21;221.0;0.0;0.0;939.1;0.0;675.0;2.1;-1.9;7.3;66.4
St. Gallen;2011-03-23;222.0;0.0;25.0;943.0;0.0;667.0;6.8;0.2;13.0;61.3
St. Gallen;2011-03-24;221.0;0.0;46.0;940.3;0.0;649.0;8.4;3.2;13.6;63.6
St. Gallen;2011-03-25;218.0;0.0;75.0;930.8;0.4;677.0;12.3;7.1;16.6;45.0
St. Gallen;2011-04-11;253.0;0.0;58.0;931.5;0.0;664.0;12.8;6.6;18.0;56.4
St. Gallen;2011-04-14;212.0;0.0;92.0;926.1;0.0;377.0;4.9;1.4;8.5;60.2
St. Gallen;2011-04-18;281.0;0.0;4.0;929.3;0.0;756.0;10.2;4.7;14.9;53.0
St. Gallen;2011-04-21;271.0;0.0;29.0;925.8;0.0;628.0;15.5;10.1;19.6;40.0
St. Gallen;2011-05-14;110.0;0.0;92.0;927.2;34.5;93.0;12.5;6.8;17.8;77.0
St. Gallen;2011-05-22;209.0;0.0;63.0;931.0;4.0;466.0;16.7;13.5;22.1;68.3
St. Gallen;2011-06-01;69.0;0.0;100.0;932.6;5.2;0.0;8.8;7.2;10.3;93.5
St. Gallen;2011-06-06;173.0;0.0;75.0;919.3;9.0;329.0;15.7;12.1;18.5;70.6
St. Gallen;2011-06-07;219.0;0.0;83.0;917.6;0.1;406.0;16.5;12.6;20.1;67.8
St. Gallen;2011-06-09;90.0;0.0;100.0;926.9;3.2;0.0;9.7;8.6;11.0;88.1
St. Gallen;2011-06-19;240.0;0.0;67.0;927.7;0.2;372.0;11.7;8.8;14.7;65.0
St. Gallen;2011-06-28;343.0;0.0;17.0;928.8;0.0;850.0;23.0;18.2;27.6;58.1
St. Gallen;2011-07-15;262.0;0.0;71.0;931.5;0.0;453.0;13.6;10.6;17.0;65.5
St. Gallen;2011-07-17;80.0;0.0;92.0;919.0;14.1;154.0;14.2;10.8;20.4;77.0
St. Gallen;2011-07-22;127.0;0.0;96.0;923.0;7.3;43.0;13.2;11.7;16.0;84.8
St. Gallen;2011-07-24;166.0;0.0;92.0;924.2;2.2;194.0;10.1;7.6;13.4;75.1
St. Gallen;2011-07-26;276.0;0.0;54.0;924.2;0.1;558.0;14.8;9.1;19.5;65.0
St. Gallen;2011-07-28;133.0;0.0;96.0;929.5;4.8;68.0;14.6;12.7;18.1;82.5
St. Gallen;2011-08-11;279.0;0.0;38.0;930.0;0.0;618.0;16.3;10.6;21.8;63.1
St. Gallen;2011-08-15;125.0;0.0;92.0;927.9;0.6;35.0;16.9;14.9;19.3;84.4
St. Gallen;2011-08-17;290.0;0.0;8.0;928.6;0.0;800.0;19.4;14.6;24.1;77.7
St. Gallen;2011-08-18;244.0;0.0;42.0;928.3;1.1;549.0;22.4;18.7;25.7;62.1
St. Gallen;2011-08-24;225.0;0.0;33.0;929.0;8.0;556.0;22.4;15.6;27.3;58.7
St. Gallen;2011-08-28;275.0;0.0;13.0;931.0;0.0;778.0;13.4;9.2;17.6;69.9
St. Gallen;2011-09-02;189.0;0.0;58.0;927.1;0.1;386.0;19.4;15.4;23.1;69.0
St. Gallen;2011-09-03;233.0;0.0;50.0;925.7;0.2;659.0;20.6;16.5;25.1;72.4
St. Gallen;2011-09-09;183.0;0.0;42.0;927.4;0.0;406.0;18.4;15.3;22.3;70.9
St. Gallen;2011-09-12;213.0;0.0;38.0;929.7;0.0;601.0;17.1;14.6;20.8;67.8
St. Gallen;2011-09-14;69.0;0.0;96.0;930.3;20.2;0.0;14.1;11.7;16.7;87.7
St. Gallen;2011-09-16;221.0;0.0;13.0;929.1;14.3;673.0;15.5;9.7;21.2;81.8
St. Gallen;2011-09-17;135.0;0.0;79.0;926.2;4.7;249.0;17.2;14.3;21.3;83.1
St. Gallen;2011-09-23;200.0;0.0;8.0;929.1;0.0;649.0;12.9;9.5;17.5;81.3
St. Gallen;2011-09-25;169.0;0.0;46.0;931.6;0.0;507.0;15.7;12.8;19.5;70.3
St. Gallen;2011-10-02;179.0;0.0;0.0;936.3;0.0;632.0;14.5;11.4;18.2;82.2
St. Gallen;2011-10-03;177.0;0.0;0.0;935.2;0.0;631.0;15.7;13.2;19.5;81.3
St. Gallen;2011-10-16;59.0;0.0;100.0;934.9;0.1;0.0;5.0;2.8;6.6;97.8
St. Gallen;2011-10-26;59.0;0.0;67.0;925.1;0.0;11.0;8.4;5.1;10.3;80.4
St. Gallen;2011-10-27;72.0;0.0;79.0;926.2;0.0;174.0;6.0;3.6;8.6;87.5
St. Gallen;2011-11-30;50.0;0.0;79.0;935.9;0.0;124.0;7.8;3.0;10.1;77.9
St. Gallen;2011-12-06;17.0;0.0;100.0;922.2;11.8;0.0;1.3;0.1;2.4;85.0
St. Gallen;2011-12-07;19.0;3.0;100.0;922.8;8.7;0.0;3.8;1.1;6.8;83.2
St. Gallen;2011-12-09;51.0;0.0;92.0;925.7;0.2;96.0;7.9;4.1;11.0;61.8
St. Gallen;2011-12-13;32.0;0.0;96.0;921.5;0.4;43.0;4.3;-1.5;9.5;60.8
St. Gallen;2011-12-19;37.0;17.0;79.0;927.0;0.2;28.0;-3.4;-6.3;-2.0;78.1
St. Gallen;2011-12-21;15.0;23.0;100.0;928.2;9.6;0.0;0.1;-0.5;0.9;88.7
St. Gallen;2011-12-26;63.0;0.0;17.0;945.1;0.0;354.0;0.8;-1.4;2.9;70.3
St. Gallen;2011-12-30;18.0;2.0;96.0;925.6;4.0;9.0;-0.1;-1.6;1.3;83.6
St. Gallen;2012-01-03;69.0;0.0;;931.6;2.5;340.0;4.1;0.2;9.8;64.7
St. Gallen;2012-01-05;10.0;0.0;;915.6;15.5;0.0;2.2;-0.1;5.6;80.1
St. Gallen;2012-01-13;37.0;1.0;;935.2;1.9;67.0;0.5;-2.0;3.0;85.8
St. Gallen;2012-01-15;83.0;0.0;;929.7;0.0;400.0;-4.1;-6.1;-1.0;64.9
St. Gallen;2012-01-17;82.0;0.0;;936.3;0.0;404.0;-3.1;-7.3;0.5;68.3
St. Gallen;2012-01-22;17.0;0.0;;924.4;1.2;0.0;4.9;2.8;6.8;80.5
St. Gallen;2012-01-25;48.0;0.0;;928.9;0.0;9.0;-0.5;-1.7;1.1;86.0
St. Gallen;2012-01-29;10.0;1.0;;929.0;0.0;0.0;-2.8;-3.8;-1.8;97.9
St. Gallen;2012-02-04;76.0;35.0;;935.7;0.0;213.0;-14.8;-16.8;-12.1;73.2
St. Gallen;2012-02-08;68.0;34.0;;934.7;0.0;106.0;-11.6;-13.4;-9.9;74.3
St. Gallen;2012-02-12;59.0;28.0;;932.1;0.0;99.0;-13.2;-14.6;-11.7;68.7
St. Gallen;2012-02-20;59.0;28.0;;937.7;0.0;5.0;-3.1;-6.2;-1.3;83.0
St. Gallen;2012-02-28;107.0;4.0;;934.1;0.0;95.0;4.3;0.3;7.7;63.4
St. Gallen;2012-03-02;167.0;0.0;;933.9;0.0;592.0;10.9;7.8;13.8;54.9
St. Gallen;2012-03-03;163.0;0.0;;932.2;0.0;539.0;9.6;3.5;13.4;58.9
St. Gallen;2012-03-06;119.0;0.0;;931.3;0.0;235.0;0.5;-1.5;2.9;68.9
St. Gallen;2012-03-28;239.0;0.0;;936.1;0.0;692.0;10.9;5.0;16.5;53.5
St. Gallen;2012-03-29;199.0;0.0;;931.1;0.8;389.0;11.3;7.0;15.8;53.0
St. Gallen;2012-04-05;23.0;0.0;;920.0;8.7;0.0;6.8;5.3;8.1;97.2
St. Gallen;2012-04-07;36.0;0.0;;915.6;17.3;0.0;4.9;1.9;7.5;88.9
St. Gallen;2012-04-09;148.0;6.0;;919.9;0.0;56.0;3.6;-2.8;7.5;60.8
St. Gallen;2012-04-21;229.0;0.0;;915.2;6.1;363.0;7.7;2.3;14.5;58.9
St. Gallen;2012-04-26;313.0;0.0;;919.8;0.0;782.0;15.7;10.9;19.7;35.3
St. Gallen;2012-04-29;159.0;0.0;;920.2;0.0;184.0;19.5;10.1;22.8;30.6
St. Gallen;2012-04-30;231.0;0.0;;923.6;0.0;439.0;15.0;7.3;21.2;57.0
St. Gallen;2012-05-01;262.0;0.0;;926.5;0.5;459.0;12.7;8.1;16.8;64.6
St. Gallen;2012-05-02;176.0;0.0;;924.9;0.0;261.0;12.2;8.6;15.2;73.1
St. Gallen;2012-05-05;137.0;0.0;;918.1;17.9;191.0;10.2;7.6;13.5;77.7
St. Gallen;2012-05-07;173.0;0.0;;927.4;0.4;207.0;10.0;5.9;14.1;72.5
St. Gallen;2012-05-12;28.0;0.0;;938.1;23.6;0.0;10.2;6.4;21.0;89.3
St. Gallen;2012-05-16;120.0;0.0;;930.5;5.9;101.0;3.5;0.9;6.6;82.5
St. Gallen;2012-05-19;308.0;0.0;;922.2;0.0;787.0;16.2;10.1;20.5;57.0
St. Gallen;2012-05-23;165.0;0.0;;930.3;6.8;253.0;15.0;12.8;19.1;86.6
St. Gallen;2012-05-24;270.0;0.0;;933.1;0.0;506.0;16.2;11.2;21.8;79.8
St. Gallen;2012-05-30;295.0;0.0;;929.3;0.2;592.0;17.1;12.6;22.3;57.5
St. Gallen;2012-06-01;96.0;0.0;;929.0;0.0;11.0;14.4;12.3;16.5;75.8
St. Gallen;2012-06-03;116.0;0.0;;923.0;40.1;94.0;16.1;11.1;21.5;76.8
St. Gallen;2012-06-07;258.0;0.0;;920.2;34.4;342.0;17.7;13.3;25.0;69.3
St. Gallen;2012-06-10;162.0;0.0;;922.5;8.3;91.0;10.8;8.4;13.4;87.6
St. Gallen;2012-06-12;63.0;0.0;;917.4;29.6;0.0;9.5;8.8;11.0;89.4
St. Gallen;2012-06-13;194.0;0.0;;926.1;6.9;230.0;10.6;9.1;14.4;79.4
St. Gallen;2012-06-22;156.0;0.0;;932.0;0.1;45.0;15.7;13.1;18.2;71.8
St. Gallen;2012-06-24;275.0;0.0;;930.2;9.6;556.0;18.2;13.5;22.1;59.9
St. Gallen;2012-06-25;115.0;0.0;;929.5;17.2;154.0;14.8;12.5;17.4;82.3
St. Gallen;2012-06-28;285.0;0.0;;925.6;1.4;604.0;20.9;14.9;26.3;69.9
St. Gallen;2012-06-29;334.0;0.0;;924.5;0.0;740.0;24.0;18.1;28.5;63.9
St. Gallen;2012-07-05;282.0;0.0;;923.5;24.8;568.0;18.0;14.1;23.4;79.9
St. Gallen;2012-07-09;262.0;0.0;;927.2;7.6;433.0;17.2;14.1;21.1;74.5
St. Gallen;2012-07-11;135.0;0.0;;928.1;0.4;43.0;15.2;12.4;18.9;76.0
St. Gallen;2012-07-16;244.0;0.0;;936.8;0.0;456.0;13.4;10.1;17.6;64.3
St. Gallen;2012-07-17;292.0;0.0;;936.6;0.0;575.0;16.6;13.3;20.9;61.4
St. Gallen;2012-07-18;327.0;0.0;;931.2;0.0;812.0;19.7;13.0;24.8;58.2
St. Gallen;2012-07-19;174.0;0.0;;926.0;0.0;263.0;19.1;15.1;22.5;60.2
St. Gallen;2012-07-21;103.0;0.0;;931.0;10.6;8.0;11.6;9.6;14.3;89.1
St. Gallen;2012-07-28;128.0;0.0;;924.5;13.4;132.0;19.9;15.6;23.5;64.1
St. Gallen;2012-08-03;165.0;0.0;;929.2;0.0;137.0;18.2;15.7;21.5;80.0
St. Gallen;2012-08-06;76.0;0.0;;928.2;11.1;20.0;15.4;11.9;18.3;79.9
St. Gallen;2012-08-10;291.0;0.0;;933.6;0.0;666.0;17.4;13.9;21.9;70.2
St. Gallen;2012-08-13;273.0;0.0;;925.9;0.0;685.0;18.0;13.1;22.4;71.3
St. Gallen;2012-08-14;256.0;0.0;;926.1;0.0;542.0;19.1;15.2;23.0;66.4
St. Gallen;2012-08-15;281.0;0.0;;925.2;29.5;709.0;21.6;16.5;26.8;59.9
St. Gallen;2012-08-18;296.0;0.0;;932.6;0.0;809.0;21.2;15.6;26.8;64.7
St. Gallen;2012-08-23;173.0;0.0;;927.0;7.5;335.0;19.6;15.8;24.7;81.4
St. Gallen;2012-08-26;175.0;0.0;;930.1;0.0;207.0;14.2;11.8;17.3;70.1
St. Gallen;2012-08-29;244.0;0.0;;931.3;2.1;592.0;18.9;14.8;23.6;61.4
St. Gallen;2012-09-14;242.0;0.0;;927.9;0.0;657.0;10.1;4.6;14.9;73.0
St. Gallen;2012-09-20;224.0;0.0;;932.5;0.0;657.0;8.9;4.7;12.9;70.8
St. Gallen;2012-09-23;169.0;0.0;;923.9;0.0;401.0;13.6;8.7;21.6;86.3
St. Gallen;2012-09-24;39.0;0.0;;916.9;5.7;8.0;15.8;10.9;21.9;69.7
St. Gallen;2012-09-25;169.0;0.0;;916.2;0.0;457.0;14.6;10.4;18.7;63.2
St. Gallen;2012-10-04;38.0;0.0;;927.2;6.7;2.0;13.2;10.9;15.6;74.8
St. Gallen;2012-10-05;150.0;0.0;;929.2;0.0;537.0;15.0;10.5;18.4;65.4
St. Gallen;2012-10-12;32.0;0.0;;923.2;8.4;0.0;10.5;7.2;13.1;89.5
St. Gallen;2012-10-15;38.0;0.0;;919.5;5.4;0.0;4.5;2.6;8.7;83.6
St. Gallen;2012-10-19;151.0;0.0;;926.4;0.0;548.0;15.9;10.7;22.2;59.0
St. Gallen;2012-10-27;12.0;0.0;;907.9;33.3;0.0;1.5;-2.8;6.6;97.8
St. Gallen;2012-11-14;29.0;0.0;;934.8;0.0;0.0;3.8;1.5;4.8;94.3
St. Gallen;2012-11-18;67.0;0.0;;923.5;0.0;264.0;4.7;1.1;7.7;75.7
St. Gallen;2012-11-25;46.0;0.0;;927.5;0.0;91.0;9.9;6.8;12.6;63.9
St. Gallen;2012-12-02;23.0;30.0;;922.7;3.6;8.0;-3.1;-5.8;-2.2;82.6
St. Gallen;2012-12-03;50.0;47.0;;924.3;7.1;177.0;-1.3;-4.8;3.3;82.5
St. Gallen;2012-12-08;13.0;34.0;;924.9;0.1;0.0;-5.0;-6.9;-2.3;95.7
St. Gallen;2012-12-17;32.0;6.0;;919.9;12.8;15.0;3.3;1.2;4.8;83.9
St. Gallen;2012-12-20;22.0;3.0;;923.9;9.4;0.0;-1.4;-4.6;3.6;94.0
St. Gallen;2013-01-06;19.0;0.0;;939.0;0.0;0.0;2.9;2.2;3.8;97.0
St. Gallen;2013-01-29;26.0;8.0;;929.5;1.4;0.0;5.0;1.9;8.2;63.4
St. Gallen;2013-02-01;19.0;0.0;;917.2;20.1;0.0;6.0;3.8;7.9;81.4
St. Gallen;2013-02-05;41.0;5.0;;916.9;5.8;7.0;3.0;-1.4;5.6;76.6
St. Gallen;2013-02-06;51.0;6.0;;909.6;6.9;17.0;-1.3;-4.0;0.8;78.7
St. Gallen;2013-02-08;46.0;30.0;;920.9;4.6;0.0;-3.3;-4.1;-2.7;85.6
St. Gallen;2013-02-12;41.0;31.0;;916.0;4.5;0.0;-5.9;-6.6;-5.2;92.9
St. Gallen;2013-02-16;71.0;31.0;;930.7;0.0;12.0;-0.4;-1.5;0.8;95.2
St. Gallen;2013-02-23;67.0;26.0;;914.8;5.4;1.0;-7.8;-9.3;-6.3;82.6
St. Gallen;2013-02-24;66.0;35.0;;918.5;0.6;9.0;-6.6;-7.6;-5.4;87.4
St. Gallen;2013-02-25;124.0;30.0;;924.8;0.0;258.0;-6.2;-9.1;-3.5;81.9
St. Gallen;2013-02-26;102.0;30.0;;930.9;0.0;130.0;-4.4;-7.9;-1.6;89.8
St. Gallen;2013-03-08;146.0;0.0;;911.7;3.4;358.0;8.4;5.4;12.9;64.9
St. Gallen;2013-03-11;63.0;0.0;;909.8;2.5;50.0;5.0;2.3;8.0;81.8
St. Gallen;2013-03-20;132.0;0.0;;915.8;0.4;214.0;3.9;1.6;7.5;62.9
St. Gallen;2013-03-21;110.0;0.0;;925.0;0.4;140.0;2.5;0.2;4.8;71.7
St. Gallen;2013-04-07;60.0;0.0;;925.1;0.0;0.0;0.6;-1.7;3.2;84.2
St. Gallen;2013-04-11;77.0;0.0;;917.5;4.3;5.0;10.8;5.3;15.3;70.6
St. Gallen;2013-04-16;205.0;0.0;;932.0;0.0;364.0;15.6;11.5;19.2;56.5
St. Gallen;2013-04-19;22.0;0.0;;932.6;52.9;0.0;4.7;-0.2;10.9;93.0
St. Gallen;2013-04-22;65.0;0.0;;927.2;0.9;0.0;6.8;5.2;8.8;86.3
St. Gallen;2013-04-24;293.0;0.0;;936.2;0.0;795.0;12.7;6.6;17.6;64.9
St. Gallen;2013-04-25;309.0;0.0;;934.2;0.0;812.0;15.3;10.8;19.3;43.4
St. Gallen;2013-05-03;120.0;0.0;;925.1;8.0;124.0;10.0;7.4;13.6;86.4
St. Gallen;2013-05-09;161.0;0.0;;926.4;23.3;125.0;14.1;12.0;16.8;80.1
St. Gallen;2013-05-10;75.0;0.0;;927.0;20.0;0.0;9.7;7.5;12.1;89.4
St. Gallen;2013-05-11;100.0;0.0;;927.3;1.0;75.0;8.4;7.0;11.3;84.2
St. Gallen;2013-05-28;297.0;0.0;;915.7;7.9;515.0;12.1;6.9;18.3;67.2
St. Gallen;2013-06-05;340.0;0.0;;927.4;0.0;767.0;13.7;7.9;19.8;70.3
St. Gallen;2013-06-11;90.0;0.0;;928.7;2.1;9.0;12.3;10.5;14.3;89.2
St. Gallen;2013-06-25;107.0;0.0;;934.8;10.2;32.0;9.0;7.6;12.8;89.2
St. Gallen;2013-06-26;195.0;0.0;;936.7;0.9;230.0;9.8;7.4;13.2;78.0
St. Gallen;2013-06-29;62.0;0.0;;931.6;23.1;0.0;11.0;9.4;12.2;85.8
St. Gallen;2013-07-03;59.0;0.0;;926.6;20.2;0.0;15.2;14.0;17.0;84.9
St. Gallen;2013-07-10;325.0;0.0;;928.8;0.0;721.0;19.5;15.9;23.8;67.7
St. Gallen;2013-07-20;327.0;0.0;;929.7;0.0;806.0;20.5;15.2;25.6;66.6
St. Gallen;2013-07-23;301.0;0.0;;927.4;0.0;654.0;22.5;17.7;27.5;53.6
St. Gallen;2013-07-25;220.0;0.0;;929.8;0.9;469.0;21.5;17.9;26.7;71.0
St. Gallen;2013-07-30;263.0;0.0;;933.8;0.0;530.0;17.6;14.1;21.7;66.2
St. Gallen;2013-08-07;167.0;0.0;;925.0;0.8;196.0;18.6;15.0;22.9;78.3
St. Gallen;2013-08-09;25.0;0.0;;932.6;36.6;0.0;14.2;12.4;15.9;93.8
St. Gallen;2013-08-16;294.0;0.0;;930.6;0.0;801.0;17.9;12.4;23.0;68.3
St. Gallen;2013-08-17;243.0;0.0;;929.6;0.0;564.0;20.7;17.1;24.7;60.7
St. Gallen;2013-08-21;261.0;0.0;;933.8;0.0;578.0;14.3;9.6;19.9;74.5
St. Gallen;2013-08-26;128.0;0.0;;923.9;0.0;103.0;13.4;11.3;16.9;83.4
St. Gallen;2013-09-02;184.0;0.0;;937.3;0.0;298.0;13.3;8.8;18.9;66.0
St. Gallen;2013-09-22;184.0;0.0;;937.5;0.0;619.0;11.7;8.5;15.6;81.1
St. Gallen;2013-10-08;19.0;0.0;;933.7;0.4;0.0;10.4;9.4;11.0;97.9
St. Gallen;2013-10-10;16.0;0.0;;921.4;40.9;0.0;5.6;0.8;10.9;85.2
St. Gallen;2013-10-17;157.0;0.0;;929.6;0.0;548.0;10.7;7.8;14.0;74.1
St. Gallen;2013-10-18;146.0;0.0;;928.6;0.0;500.0;9.5;5.9;13.5;82.4
St. Gallen;2013-10-19;146.0;0.0;;927.7;0.0;538.0;13.2;6.2;18.6;68.5
St. Gallen;2013-10-31;31.0;0.0;;933.4;0.0;0.0;5.3;4.2;6.9;94.9
St. Gallen;2013-11-21;15.0;2.0;;907.4;17.6;1.0;-0.2;-1.2;1.3;93.5
St. Gallen;2013-11-24;4.0;3.0;;925.4;16.9;0.0;1.4;0.3;2.5;97.3
St. Gallen;2013-11-25;62.0;8.0;;934.2;1.5;200.0;-3.3;-5.5;0.3;79.0
St. Gallen;2013-11-26;44.0;8.0;;937.4;4.0;95.0;-3.9;-4.6;-3.0;85.5
St. Gallen;2013-12-09;70.0;5.0;;939.8;0.0;366.0;1.8;-1.5;4.5;59.0
St. Gallen;2013-12-15;38.0;4.0;;941.0;0.0;46.0;2.4;-2.1;8.1;60.9
St. Gallen;2013-12-16;69.0;4.0;;939.7;0.0;359.0;6.2;2.4;8.4;38.6
St. Gallen;2013-12-18;43.0;3.0;;932.1;0.0;137.0;5.2;3.0;6.7;47.6
St. Gallen;2013-12-20;8.0;3.0;;934.2;0.6;0.0;2.9;1.3;4.1;87.2
